transcript_id,transcript_position,read_index,probability_modified
NC_060946.1:31432823-31442955,8590,30.0,0.0042985039763153
NC_060946.1:31432823-31442955,8590,28.0,0.0000883494139998
NC_060946.1:31432823-31442955,8590,4.0,0.0014945277944207
NC_060946.1:31432823-31442955,8590,12.0,0.0397625938057899
NC_060946.1:31432823-31442955,8590,15.0,0.0103949690237641
NC_060946.1:31432823-31442955,8590,21.0,0.1377003490924835
NC_060946.1:31432823-31442955,8590,16.0,0.0000855759935803
NC_060946.1:31432823-31442955,8590,27.0,0.0018108080839738
NC_060946.1:31432823-31442955,8590,20.0,0.2633544504642487
NC_060946.1:31432823-31442955,8590,3.0,0.3892300128936768
NC_060946.1:31432823-31442955,8590,26.0,0.0210427083075047
NC_060946.1:31432823-31442955,8590,31.0,0.0022445237264037
NC_060946.1:31432823-31442955,8590,10.0,0.0157230980694294
NC_060946.1:31432823-31442955,8590,18.0,0.0000285531532427
NC_060946.1:31432823-31442955,8590,29.0,0.0003072540857829
NC_060946.1:31432823-31442955,8590,13.0,0.0035647558979690
NC_060946.1:31432823-31442955,8693,19.0,0.0024597381707281
NC_060946.1:31432823-31442955,8693,26.0,0.0059931674040854
NC_060946.1:31432823-31442955,8693,30.0,0.0060993572697043
NC_060946.1:31432823-31442955,8693,11.0,0.0000194886779354
NC_060946.1:31432823-31442955,8693,20.0,0.0017707487568259
NC_060946.1:31432823-31442955,8693,27.0,0.3651361763477325
NC_060946.1:31432823-31442955,8693,13.0,0.0629272535443306
NC_060946.1:31432823-31442955,8693,14.0,0.0060497671365738
NC_060946.1:31432823-31442955,8693,21.0,0.0233696121722460
NC_060946.1:31432823-31442955,8693,4.0,0.0053646904416382
NC_060946.1:31432823-31442955,8693,25.0,0.0028140575159341
NC_060946.1:31432823-31442955,8693,24.0,0.0019280472770333
NC_060946.1:31432823-31442955,8693,15.0,0.0048872400075197
NC_060946.1:31432823-31442955,8693,22.0,0.0022510867565870
NC_060946.1:31432823-31442955,8693,31.0,0.0021452417131513
NC_060946.1:31432823-31442955,8693,29.0,0.5439693331718445
NC_060946.1:31432823-31442955,8693,28.0,0.0014006956480443
NC_060946.1:31432823-31442955,8693,23.0,0.0111836241558194
NC_060946.1:31432823-31442955,8693,10.0,0.0030711519066244
NC_060946.1:31432823-31442955,8693,12.0,0.0073005864396691
NC_060946.1:31432823-31442955,8693,3.0,0.0041290535591543
NC_060946.1:31432823-31442955,8693,32.0,0.0074785919860005
NC_060946.1:31432823-31442955,8796,10.0,0.1135669350624084
NC_060946.1:31432823-31442955,8796,15.0,0.0038295392878354
NC_060946.1:31432823-31442955,8796,11.0,0.0000000000000000
NC_060946.1:31432823-31442955,8796,12.0,0.0000000000000025
NC_060946.1:31432823-31442955,8796,21.0,0.1105506941676140
NC_060946.1:31432823-31442955,8796,16.0,0.3986870646476746
NC_060946.1:31432823-31442955,8796,13.0,0.0056027928367257
NC_060946.1:31432823-31442955,8796,27.0,0.0154573544859886
NC_060946.1:31432823-31442955,8796,4.0,0.0001991191384150
NC_060946.1:31432823-31442955,8796,32.0,0.1369407027959824
NC_060946.1:31432823-31442955,8796,25.0,0.0000000473672159
NC_060946.1:31432823-31442955,8796,30.0,0.0606087632477283
NC_060946.1:31432823-31442955,8796,23.0,0.1782929301261902
NC_060946.1:31432823-31442955,8796,19.0,0.0138538004830480
NC_060946.1:31432823-31442955,8796,3.0,0.0559190139174461
NC_060946.1:31432823-31442955,8796,22.0,0.0011505619622767
NC_060946.1:31432823-31442955,8796,29.0,0.0079714274033904
NC_060946.1:31432823-31442955,8796,28.0,0.0000053713897614
NC_060946.1:31432823-31442955,8796,31.0,0.1248858124017715
NC_060946.1:31432823-31442955,8796,26.0,0.0407349206507206
NC_060946.1:31432823-31442955,8796,14.0,0.1082507893443108
NC_060946.1:31432823-31442955,8796,24.0,0.0009197012986988
NC_060946.1:31432823-31442955,8796,20.0,0.0943712219595909
NC_060946.1:31432823-31442955,8796,18.0,0.0000000032937393
NC_060946.1:31432823-31442955,8858,4.0,0.0026027951389551
NC_060946.1:31432823-31442955,8858,26.0,0.0414132960140705
NC_060946.1:31432823-31442955,8858,30.0,0.0222987663000822
NC_060946.1:31432823-31442955,8858,25.0,0.0381774976849556
NC_060946.1:31432823-31442955,8858,18.0,0.0734561607241631
NC_060946.1:31432823-31442955,8858,23.0,0.0009897319832817
NC_060946.1:31432823-31442955,8858,13.0,0.0007575369672850
NC_060946.1:31432823-31442955,8858,12.0,0.0000012044170035
NC_060946.1:31432823-31442955,8858,10.0,0.3330096602439880
NC_060946.1:31432823-31442955,8858,32.0,0.0070565347559750
NC_060946.1:31432823-31442955,8858,19.0,0.3024544119834900
NC_060946.1:31432823-31442955,8858,20.0,0.0010351168457419
NC_060946.1:31432823-31442955,8858,16.0,0.0081758406013250
NC_060946.1:31432823-31442955,8858,21.0,0.2820130884647369
NC_060946.1:31432823-31442955,8858,29.0,0.0041903844103217
NC_060946.1:31432823-31442955,8858,24.0,0.0000906822897377
NC_060946.1:31432823-31442955,8858,14.0,0.0000671630405122
NC_060946.1:31432823-31442955,8858,28.0,0.0000780045156716
NC_060946.1:31432823-31442955,8858,22.0,0.0002955583913717
NC_060946.1:31432823-31442955,8858,11.0,0.0121094230562449
NC_060946.1:31432823-31442955,8858,31.0,0.0000948843080550
NC_060946.1:31432823-31442955,8858,15.0,0.0353265888988972
NC_060946.1:31432823-31442955,8858,3.0,0.0005342264776118
NC_060946.1:31432823-31442955,8858,27.0,0.0040906020440161
NC_060946.1:31432823-31442955,8922,14.0,0.0009705986594781
NC_060946.1:31432823-31442955,8922,30.0,0.0001530657900730
NC_060946.1:31432823-31442955,8922,20.0,0.5232594609260559
NC_060946.1:31432823-31442955,8922,19.0,0.0158989820629358
NC_060946.1:31432823-31442955,8922,11.0,0.0053732381202281
NC_060946.1:31432823-31442955,8922,27.0,0.3689591586589813
NC_060946.1:31432823-31442955,8922,34.0,0.0890379324555397
NC_060946.1:31432823-31442955,8922,25.0,0.0160863976925611
NC_060946.1:31432823-31442955,8922,22.0,0.0202567018568516
NC_060946.1:31432823-31442955,8922,13.0,0.0002041136031039
NC_060946.1:31432823-31442955,8922,12.0,0.0027950038202107
NC_060946.1:31432823-31442955,8922,24.0,0.0053983908146620
NC_060946.1:31432823-31442955,8922,31.0,0.0997065231204033
NC_060946.1:31432823-31442955,8922,15.0,0.0000073639912443
NC_060946.1:31432823-31442955,8922,28.0,0.0003388338664081
NC_060946.1:31432823-31442955,8922,16.0,0.1394535005092621
NC_060946.1:31432823-31442955,8922,35.0,0.0527631267905235
NC_060946.1:31432823-31442955,8922,29.0,0.0074502588249743
NC_060946.1:31432823-31442955,8922,3.0,0.1643189936876297
NC_060946.1:31432823-31442955,8922,23.0,0.4693100750446320
NC_060946.1:31432823-31442955,8922,21.0,0.0009900819277391
NC_060946.1:31432823-31442955,8922,4.0,0.0796889737248421
NC_060946.1:31432823-31442955,8922,32.0,0.0000377564065275
NC_060946.1:31432823-31442955,8922,10.0,0.5479097366333008
NC_060946.1:31432823-31442955,8938,25.0,0.1738479733467102
NC_060946.1:31432823-31442955,8938,15.0,0.0002208378427895
NC_060946.1:31432823-31442955,8938,27.0,0.0001170986433863
NC_060946.1:31432823-31442955,8938,24.0,0.1745502650737762
NC_060946.1:31432823-31442955,8938,18.0,0.0002393632603344
NC_060946.1:31432823-31442955,8938,22.0,0.1382307261228561
NC_060946.1:31432823-31442955,8938,35.0,0.0000187698533409
NC_060946.1:31432823-31442955,8938,34.0,0.1390291750431061
NC_060946.1:31432823-31442955,8938,12.0,0.0004145547281951
NC_060946.1:31432823-31442955,8938,28.0,0.0000591711177549
NC_060946.1:31432823-31442955,8938,29.0,0.0000144947398439
NC_060946.1:31432823-31442955,8938,23.0,0.2032014876604080
NC_060946.1:31432823-31442955,8938,13.0,0.0000000059247571
NC_060946.1:31432823-31442955,8938,21.0,0.0000799285480753
NC_060946.1:31432823-31442955,8938,20.0,0.2236426323652267
NC_060946.1:31432823-31442955,8938,32.0,0.0000002481783667
NC_060946.1:31432823-31442955,8938,11.0,0.0019394154660404
NC_060946.1:31432823-31442955,8938,19.0,0.2873725295066833
NC_060946.1:31432823-31442955,8938,10.0,0.0000988872125163
NC_060946.1:31432823-31442955,8938,31.0,0.1487267613410950
NC_060946.1:31432823-31442955,8938,3.0,0.0110551733523607
NC_060946.1:31432823-31442955,8938,16.0,0.0000930682435865
NC_060946.1:31432823-31442955,8938,30.0,0.2211087346076965
NC_060946.1:31432823-31442955,8938,4.0,0.0011141006834805
NC_060946.1:31432823-31442955,8938,26.0,0.0002422670368105
NC_060946.1:31432823-31442955,8938,14.0,0.0526429079473019
NC_060946.1:31432823-31442955,8945,34.0,0.0000931435279199
NC_060946.1:31432823-31442955,8945,21.0,0.0001121217865148
NC_060946.1:31432823-31442955,8945,26.0,0.0160095226019621
NC_060946.1:31432823-31442955,8945,23.0,0.0000616158067714
NC_060946.1:31432823-31442955,8945,35.0,0.0001401386834914
NC_060946.1:31432823-31442955,8945,3.0,0.0032540871761739
NC_060946.1:31432823-31442955,8945,29.0,0.0001082488015527
NC_060946.1:31432823-31442955,8945,30.0,0.0013724059099331
NC_060946.1:31432823-31442955,8945,27.0,0.0010308596538380
NC_060946.1:31432823-31442955,8945,13.0,0.0000202419796551
NC_060946.1:31432823-31442955,8945,19.0,0.0010062026558444
NC_060946.1:31432823-31442955,8945,28.0,0.0013083607191220
NC_060946.1:31432823-31442955,8945,20.0,0.0002142257435480
NC_060946.1:31432823-31442955,8945,18.0,0.0004541462112684
NC_060946.1:31432823-31442955,8945,25.0,0.0073334765620530
NC_060946.1:31432823-31442955,8945,11.0,0.0058356686495245
NC_060946.1:31432823-31442955,8945,31.0,0.0012640022905543
NC_060946.1:31432823-31442955,8945,16.0,0.0113935088738799
NC_060946.1:31432823-31442955,8945,22.0,0.0003099384193774
NC_060946.1:31432823-31442955,8945,4.0,0.0004706249455921
NC_060946.1:31432823-31442955,8945,14.0,0.0011259784223512
NC_060946.1:31432823-31442955,8945,24.0,0.0005003632977605
NC_060946.1:31432823-31442955,8945,12.0,0.0009302704711445
NC_060946.1:31432823-31442955,8945,10.0,0.0000957629381446
NC_060946.1:31432823-31442955,8969,14.0,0.0109236966818571
NC_060946.1:31432823-31442955,8969,22.0,0.0009232967277057
NC_060946.1:31432823-31442955,8969,29.0,0.0000995247173705
NC_060946.1:31432823-31442955,8969,23.0,0.0092908218502998
NC_060946.1:31432823-31442955,8969,20.0,0.0001337830908597
NC_060946.1:31432823-31442955,8969,16.0,0.0003939425223507
NC_060946.1:31432823-31442955,8969,35.0,0.2742133736610413
NC_060946.1:31432823-31442955,8969,36.0,0.0388467945158482
NC_060946.1:31432823-31442955,8969,19.0,0.0213246289640665
NC_060946.1:31432823-31442955,8969,32.0,0.0111919175833464
NC_060946.1:31432823-31442955,8969,26.0,0.0000000000088522
NC_060946.1:31432823-31442955,8969,34.0,0.0063360841013491
NC_060946.1:31432823-31442955,8969,28.0,0.0371071621775627
NC_060946.1:31432823-31442955,8969,11.0,0.0005704673822038
NC_060946.1:31432823-31442955,8969,4.0,0.1153386309742928
NC_060946.1:31432823-31442955,8969,12.0,0.0006735629867762
NC_060946.1:31432823-31442955,8969,21.0,0.0120181422680616
NC_060946.1:31432823-31442955,8969,24.0,0.0009936179267243
NC_060946.1:31432823-31442955,8969,18.0,0.0000692255998729
NC_060946.1:31432823-31442955,8969,10.0,0.0083675049245358
NC_060946.1:31432823-31442955,8969,25.0,0.0000680774028297
NC_060946.1:31432823-31442955,8969,30.0,0.0415028184652328
NC_060946.1:31432823-31442955,8969,15.0,0.0000975060756900
NC_060946.1:31432823-31442955,8969,13.0,0.0165337584912777
NC_060946.1:31432823-31442955,8969,3.0,0.0096916388720274
NC_060946.1:31432823-31442955,8969,31.0,0.0518692135810852
NC_060946.1:31432823-31442955,8999,15.0,0.0163709595799446
NC_060946.1:31432823-31442955,8999,31.0,0.0078091393224895
NC_060946.1:31432823-31442955,8999,16.0,0.0000024224150366
NC_060946.1:31432823-31442955,8999,12.0,0.0281056091189384
NC_060946.1:31432823-31442955,8999,22.0,0.2413956224918365
NC_060946.1:31432823-31442955,8999,14.0,0.0067971097305417
NC_060946.1:31432823-31442955,8999,36.0,0.4290722608566284
NC_060946.1:31432823-31442955,8999,24.0,0.0113255642354488
NC_060946.1:31432823-31442955,8999,28.0,0.0119398385286331
NC_060946.1:31432823-31442955,8999,3.0,0.3000703454017639
NC_060946.1:31432823-31442955,8999,26.0,0.0217791385948658
NC_060946.1:31432823-31442955,8999,13.0,0.1640160828828812
NC_060946.1:31432823-31442955,8999,27.0,0.2156766355037689
NC_060946.1:31432823-31442955,8999,30.0,0.0015589679824188
NC_060946.1:31432823-31442955,8999,29.0,0.0555352605879307
NC_060946.1:31432823-31442955,8999,18.0,0.0000964025457506
NC_060946.1:31432823-31442955,8999,32.0,0.0873997360467911
NC_060946.1:31432823-31442955,8999,35.0,0.0111457314342260
NC_060946.1:31432823-31442955,8999,20.0,0.0000212328832276
NC_060946.1:31432823-31442955,8999,10.0,0.1669362336397171
NC_060946.1:31432823-31442955,8999,11.0,0.1154704391956329
NC_060946.1:31432823-31442955,8999,19.0,0.3576545119285583
NC_060946.1:31432823-31442955,8999,23.0,0.0000532574958925
NC_060946.1:31432823-31442955,8999,4.0,0.1059691533446312
NC_060946.1:31432823-31442955,9032,25.0,0.0000407190345868
NC_060946.1:31432823-31442955,9032,14.0,0.0286929085850716
NC_060946.1:31432823-31442955,9032,32.0,0.0963348001241684
NC_060946.1:31432823-31442955,9032,34.0,0.0000146828087964
NC_060946.1:31432823-31442955,9032,16.0,0.0989286303520203
NC_060946.1:31432823-31442955,9032,28.0,0.0001904884993564
NC_060946.1:31432823-31442955,9032,31.0,0.0212037842720747
NC_060946.1:31432823-31442955,9032,23.0,0.0002491479390301
NC_060946.1:31432823-31442955,9032,11.0,0.0728470161557198
NC_060946.1:31432823-31442955,9032,21.0,0.0002828915312421
NC_060946.1:31432823-31442955,9032,29.0,0.1419852972030640
NC_060946.1:31432823-31442955,9032,3.0,0.0000121542725537
NC_060946.1:31432823-31442955,9032,26.0,0.0130277546122670
NC_060946.1:31432823-31442955,9032,22.0,0.0000011271652056
NC_060946.1:31432823-31442955,9032,27.0,0.0853573828935623
NC_060946.1:31432823-31442955,9032,36.0,0.3286012411117554
NC_060946.1:31432823-31442955,9032,15.0,0.0831932500004768
NC_060946.1:31432823-31442955,9032,30.0,0.0000004396421218
NC_060946.1:31432823-31442955,9032,19.0,0.1844487041234970
NC_060946.1:31432823-31442955,9032,35.0,0.0005382453673519
NC_060946.1:31432823-31442955,9032,20.0,0.0057487557642162
NC_060946.1:31432823-31442955,9032,10.0,0.0842981711030006
NC_060946.1:31432823-31442955,9043,34.0,0.0009191433200613
NC_060946.1:31432823-31442955,9043,20.0,0.0053799417801201
NC_060946.1:31432823-31442955,9043,24.0,0.0000591661555518
NC_060946.1:31432823-31442955,9043,27.0,0.2138475924730301
NC_060946.1:31432823-31442955,9043,3.0,0.0000065504868871
NC_060946.1:31432823-31442955,9043,16.0,0.0039326287806034
NC_060946.1:31432823-31442955,9043,30.0,0.0002383961982559
NC_060946.1:31432823-31442955,9043,19.0,0.1072260811924934
NC_060946.1:31432823-31442955,9043,23.0,0.1218550354242325
NC_060946.1:31432823-31442955,9043,36.0,0.0000455335793959
NC_060946.1:31432823-31442955,9043,15.0,0.0001995037746383
NC_060946.1:31432823-31442955,9043,28.0,0.1354721486568451
NC_060946.1:31432823-31442955,9043,13.0,0.0155459670349956
NC_060946.1:31432823-31442955,9043,4.0,0.0254993923008442
NC_060946.1:31432823-31442955,9043,12.0,0.1623016148805618
NC_060946.1:31432823-31442955,9043,31.0,0.0000001082999930
NC_060946.1:31432823-31442955,9043,35.0,0.0173610728234053
NC_060946.1:31432823-31442955,9043,25.0,0.1005427017807961
NC_060946.1:31432823-31442955,9043,10.0,0.0254734382033348
NC_060946.1:31432823-31442955,9043,11.0,0.0000216617136175
NC_060946.1:31432823-31442955,9043,21.0,0.0013364612823352
NC_060946.1:31432823-31442955,9043,14.0,0.3332942128181458
NC_060946.1:31432823-31442955,9043,26.0,0.0000040030477066
NC_060946.1:31432823-31442955,9043,37.0,0.0012938859872520
NC_060946.1:31432823-31442955,9043,29.0,0.0012834931258112
NC_060946.1:31432823-31442955,9048,36.0,0.0081256311386824
NC_060946.1:31432823-31442955,9048,19.0,0.0040971869602799
NC_060946.1:31432823-31442955,9048,23.0,0.0005641765892506
NC_060946.1:31432823-31442955,9048,28.0,0.0000256637849816
NC_060946.1:31432823-31442955,9048,21.0,0.0063643367029727
NC_060946.1:31432823-31442955,9048,32.0,0.0032719466835260
NC_060946.1:31432823-31442955,9048,22.0,0.0000457469286630
NC_060946.1:31432823-31442955,9048,26.0,0.0069198599085212
NC_060946.1:31432823-31442955,9048,29.0,0.0033775642514229
NC_060946.1:31432823-31442955,9048,11.0,0.0029169020708650
NC_060946.1:31432823-31442955,9048,12.0,0.0000175186723936
NC_060946.1:31432823-31442955,9048,30.0,0.0000884568944457
NC_060946.1:31432823-31442955,9048,4.0,0.0044249524362385
NC_060946.1:31432823-31442955,9048,31.0,0.0000011902217238
NC_060946.1:31432823-31442955,9048,20.0,0.0077753299847245
NC_060946.1:31432823-31442955,9048,34.0,0.0042280866764486
NC_060946.1:31432823-31442955,9048,37.0,0.0001193543139379
NC_060946.1:31432823-31442955,9048,35.0,0.0007666005985811
NC_060946.1:31432823-31442955,9048,10.0,0.0009246256086044
NC_060946.1:31432823-31442955,9048,24.0,0.0000660272708046
NC_060946.1:31432823-31442955,9048,27.0,0.0000838795021991
NC_060946.1:31432823-31442955,9048,3.0,0.0218781400471926
NC_060946.1:31432823-31442955,9048,25.0,0.0304477270692587
NC_060946.1:31432823-31442955,9048,16.0,0.0028644483536482
NC_060946.1:31432823-31442955,9048,13.0,0.0050394670106471
NC_060946.1:31432823-31442955,9052,23.0,0.0000626481560175
NC_060946.1:31432823-31442955,9052,19.0,0.0000705574057065
NC_060946.1:31432823-31442955,9052,32.0,0.0000086776035459
NC_060946.1:31432823-31442955,9052,31.0,0.0000018098163537
NC_060946.1:31432823-31442955,9052,28.0,0.0005846953135915
NC_060946.1:31432823-31442955,9052,36.0,0.0000005723098297
NC_060946.1:31432823-31442955,9052,24.0,0.1196464896202087
NC_060946.1:31432823-31442955,9052,30.0,0.0000067208848122
NC_060946.1:31432823-31442955,9052,25.0,0.0000005030254897
NC_060946.1:31432823-31442955,9052,14.0,0.0000114992899398
NC_060946.1:31432823-31442955,9052,18.0,0.0000000000783246
NC_060946.1:31432823-31442955,9052,10.0,0.0005944722797722
NC_060946.1:31432823-31442955,9052,34.0,0.0000026216387141
NC_060946.1:31432823-31442955,9052,4.0,0.0000105668932520
NC_060946.1:31432823-31442955,9052,12.0,0.0000364269471902
NC_060946.1:31432823-31442955,9052,16.0,0.0000044890384743
NC_060946.1:31432823-31442955,9052,21.0,0.0000108434542199
NC_060946.1:31432823-31442955,9052,13.0,0.0001651192724239
NC_060946.1:31432823-31442955,9052,22.0,0.0000506924079673
NC_060946.1:31432823-31442955,9052,15.0,0.0000034350480291
NC_060946.1:31432823-31442955,9052,27.0,0.0000024176097213
NC_060946.1:31432823-31442955,9052,35.0,0.0000293939465337
NC_060946.1:31432823-31442955,9052,11.0,0.0000002225214644
NC_060946.1:31432823-31442955,9052,20.0,0.0000426516962762
NC_060946.1:31432823-31442955,9090,13.0,0.0000236665910052
NC_060946.1:31432823-31442955,9090,30.0,0.0000623283995083
NC_060946.1:31432823-31442955,9090,28.0,0.0000023449672426
NC_060946.1:31432823-31442955,9090,27.0,0.0002830542216543
NC_060946.1:31432823-31442955,9090,18.0,0.0000344640466210
NC_060946.1:31432823-31442955,9090,11.0,0.0000012759317087
NC_060946.1:31432823-31442955,9090,31.0,0.0000306346337311
NC_060946.1:31432823-31442955,9090,35.0,0.0002536223910283
NC_060946.1:31432823-31442955,9090,22.0,0.0000003717279071
NC_060946.1:31432823-31442955,9090,25.0,0.0007150978199206
NC_060946.1:31432823-31442955,9090,26.0,0.0000354163857992
NC_060946.1:31432823-31442955,9090,14.0,0.0009177419124171
NC_060946.1:31432823-31442955,9090,37.0,0.0001116317944252
NC_060946.1:31432823-31442955,9090,34.0,0.0000000276604268
NC_060946.1:31432823-31442955,9090,4.0,0.0006039355648682
NC_060946.1:31432823-31442955,9090,3.0,0.0000008601633681
NC_060946.1:31432823-31442955,9090,12.0,0.0000943613413256
NC_060946.1:31432823-31442955,9090,16.0,0.0000720522584743
NC_060946.1:31432823-31442955,9090,36.0,0.0000064411565290
NC_060946.1:31432823-31442955,9090,20.0,0.0001643477298785
NC_060946.1:31432823-31442955,9090,38.0,0.0000011407520333
NC_060946.1:31432823-31442955,9090,21.0,0.0006463206373155
NC_060946.1:31432823-31442955,9090,32.0,0.0001372250408167
NC_060946.1:31432823-31442955,9090,15.0,0.0000861731241457
NC_060946.1:31432823-31442955,9090,29.0,0.0000366667009075
NC_060946.1:31432823-31442955,9090,39.0,0.0000067320847847
NC_060946.1:31432823-31442955,9090,24.0,0.0000528927266714
NC_060946.1:31432823-31442955,9090,23.0,0.0000011241743323
NC_060946.1:31432823-31442955,9090,10.0,0.0000003660332197
NC_060946.1:31432823-31442955,9090,19.0,0.0000015857308426
